0.027173307,0.01200852
0.026731266,0.013437308
0.028754832,0.01230518
0.027541729,0.009898909
0.023400268,0.00794817
0.024310298,0.006549026
0.02603628,0.0036083637
0.027596172,0.0018395688
0.025028069,-0.0011003725
0.021882338,-0.0006432403
0.02039145,-0.0008985456
0.019769305,-0.0037679877
0.0173975,-0.0052682757
0.01666762,-0.007344121
0.014977398,-0.01062222
0.013923414,-0.012946913
0.016264023,-0.013487827
0.011929124,-0.010304019
0.013415324,-0.014313264
0.016079934,-0.014732292
0.015966421,-0.01690344
0.010837371,-0.02223937
0.017560052,-0.017422147
0.01629167,-0.01881787
0.020447584,-0.013871985
0.024295025,-0.012218865
0.024889238,-0.013147835
0.027613558,-0.011833394
0.030530533,-0.006825177
0.030883068,-0.003185548
0.030677361,-0.00138433
0.030191163,-0.0028889757
0.02660396,0.002792344
0.028341467,-0.00011273846
0.028890384,0.005338252
0.031322222,0.0042631645
0.0316126,0.009876428
0.03134597,0.0074054287
0.024171012,0.0123221725
0.030731665,0.012404483
0.030562257,0.014159584
0.027916742,0.011177873
0.023404215,0.009962913
0.02515529,0.009269837
0.025965927,0.008733967
0.026255175,0.0074023986
0.022820331,0.0069052307
0.019756937,0.00021408685
0.021564022,0.004308994
0.017557468,0.00018676277
0.014832394,-0.00094910245
0.0140779065,-0.0034049572
0.0145212365,-0.005478749
0.01699751,-0.0017011007
0.015793908,-0.009754529
0.0144674685,-0.01121489
0.014866642,-0.010503843
0.015245009,-0.009262113
0.01878758,-0.01723427
0.016696082,-0.022765374
0.020397019,-0.0157358
0.025275711,-0.015324328
0.023071846,-0.009575792
0.023029556,-0.01233515
0.027852902,-0.012387166
0.031174643,-0.011740094
0.036334112,-0.008665241
0.037828848,-0.008680712
0.036427908,-0.0077977423
0.032871388,-0.008389713
0.03261382,-0.009011798
0.03425005,-0.0066327043
0.038360067,-0.005441552
0.040384926,-0.005805541
0.03993258,6.6583976e-05
0.036345005,0.00059231184
0.033614054,0.0084768105
0.031848393,0.00990529
0.030028598,0.011419449
0.027951824,0.009483707
0.024728302,0.006742214
0.024431046,0.005307016
0.027338214,0.0018776916
0.027373182,0.0010170508
0.023258908,0.00020281412
0.023052443,-0.0013479255
0.023136213,-0.0025902325
0.02291659,-0.0013323966
0.02155612,-0.0030212114
0.02175779,-0.005551935
0.018766008,-0.005748868
0.018115215,-0.006406989
0.018630618,-0.0062221363
0.020501787,-0.005171165
0.019156273,-0.00721943
0.020742472,-0.0064575598
0.018862441,-0.01014217
0.018961433,-0.010103438
0.02060435,-0.0043739434
0.022298533,-0.0068350714
0.016826194,-0.0021730391
0.017328626,-0.0041562943
0.016367791,-0.0026234798
0.021151243,0.004920317
0.025690686,0.0047285184
0.031402487,0.008787222
0.032987833,0.014059478
0.030029455,0.0095150415
0.027970523,0.009871291
0.025507119,0.010452831
0.026738735,0.007538199
0.02683909,0.0084840115
0.027570942,0.004788555
0.029946415,0.0013422845
0.027153946,0.0035555912
0.027615111,0.0009858385
0.027202222,-0.0008681016
0.030343343,-0.005121433
0.030314723,-0.0074027358
0.029065581,-0.012098019
0.029491168,-0.016127694
0.027941247,-0.01845383
0.030295836,-0.01818905
0.026827693,-0.017437883
0.027611125,-0.021656297
0.024898734,-0.025942534
0.029614849,-0.019359512
0.033625983,-0.020304509
0.04374228,-0.017051984
0.044745985,-0.01894465
0.0438124,-0.013627942
0.047524568,-0.009933271
0.05470811,-0.008114815
0.055589527,-0.0061785094
0.05671218,-0.0046906807
0.05534888,-0.0028968425
0.058772653,-0.0011939583
0.059968244,-0.0039895065
0.0618176,-0.0022331988
0.0626753,-0.0023554992
0.06184114,0.0017906781
0.06381403,0.008520806
0.062713265,0.0130458735
0.06270397,0.013534647
0.057313345,0.011981424
0.06657047,0.009803131
0.06736207,0.007988291
0.06709707,0.0062898165
0.06331915,0.0024086265
0.06933017,0.0046621053
0.070842825,0.0023816554
0.06709351,0.004560346
0.063385375,0.0022319704
0.059392072,0.0014059003
0.0673541,0.0057006218
0.066676006,0.012478849
0.06591884,0.01778907
0.063501954,0.01485356
0.06057453,0.014712831
0.062930636,0.012614274
0.06399585,0.010839508
0.06441486,0.009402798
0.06378281,0.0065240953
0.06496475,0.004558033
0.06554289,0.0050033955
